sort_order,rule_id,family,family_label,rule,condition_count,ev_min_exclusive,ai_prob_min_inclusive,odds_min_inclusive,odds_max_inclusive,bet_type,folds,train_sufficient_folds,valid_sufficient_folds,oos_sufficient_folds,oos_n,oos_unique_races,oos_hits,oos_hit_rate,oos_hit_wilson_lb,oos_payout,oos_roi,oos_profit,oos_roi_over_100_folds,oos_roi_over_100_fold_rate,oos_positive_profit_folds,oos_negative_profit_folds,oos_median_fold_n,oos_min_fold_n,oos_max_fold_n,oos_median_fold_roi,oos_min_fold_roi,oos_max_fold_roi,median_valid_oos_roi_gap,oos_max_payout,oos_max_payout_share,oos_max_payout_fold,oos_max_payout_date,oos_max_payout_race_id,oos_roi_without_max_payout,oos_profit_without_max_payout,selection_basis,baseline_oos_roi,oos_roi_vs_baseline,max_payout_dependent,stable_candidate
53,R053,E,EV+オッズ帯,EV > 1 AND 単勝オッズ 2〜20,2,1.0,,2.0,20.0,複勝,8,8,8,0,104,104,65,62.5,0.5291,11870,114.13,1470,4,50.0,4,4,12.5,9,19,108.78,58.33,158.57,36.53,450,3.79,4,2025-05-03,202535050303,110.87,1120,fixed_predeclared,83.6,30.53,False,False
54,R054,E,EV+オッズ帯,EV > 1 AND 単勝オッズ 2〜10,2,1.0,,2.0,10.0,単勝,8,8,7,0,93,93,24,25.81,0.18,10760,115.7,1460,3,37.5,3,5,11.5,8,18,75.66,0.0,285.0,59.84,920,8.55,6,2025-10-25,202555102510,106.96,640,fixed_predeclared,76.92,38.78,False,False
54,R054,E,EV+オッズ帯,EV > 1 AND 単勝オッズ 2〜10,2,1.0,,2.0,10.0,複勝,8,8,7,0,93,93,61,65.59,0.5549,10800,116.13,1500,5,62.5,5,3,11.5,8,18,119.19,36.25,160.83,30.87,450,4.17,4,2025-05-03,202535050303,112.5,1150,fixed_predeclared,83.6,32.53,False,False
55,R055,E,EV+オッズ帯,EV > 1 AND 単勝オッズ 3〜12,2,1.0,,3.0,12.0,単勝,8,8,3,0,75,75,16,21.33,0.1358,8720,116.27,1220,3,37.5,3,5,9.5,5,14,65.5,0.0,351.11,47.19,920,10.55,6,2025-10-25,202555102510,105.41,400,fixed_predeclared,76.92,39.35,False,False
55,R055,E,EV+オッズ帯,EV > 1 AND 単勝オッズ 3〜12,2,1.0,,3.0,12.0,複勝,8,8,3,0,75,75,45,60.0,0.4869,8630,115.07,1130,5,62.5,4,3,9.5,5,14,121.25,44.44,166.43,37.77,450,5.21,4,2025-05-03,202535050303,110.54,780,fixed_predeclared,83.6,31.47,False,False
56,R056,E,EV+オッズ帯,EV > 1.05 AND 単勝オッズ 1.5〜30,2,1.05,,1.5,30.0,単勝,8,8,6,0,88,88,23,26.14,0.1809,10520,119.55,1720,3,37.5,3,5,11.5,7,13,88.31,33.75,288.18,105.07,2450,23.29,1,2024-09-24,202443092406,92.76,-630,fixed_predeclared,76.92,42.63,True,False
56,R056,E,EV+オッズ帯,EV > 1.05 AND 単勝オッズ 1.5〜30,2,1.05,,1.5,30.0,複勝,8,8,6,0,88,88,57,64.77,0.5437,11460,130.23,2660,5,62.5,5,3,11.5,7,13,145.0,82.73,164.55,38.18,1090,9.51,1,2024-09-24,202443092406,119.2,1670,fixed_predeclared,83.6,46.63,False,False
57,R057,E,EV+オッズ帯,EV > 1.05 AND 単勝オッズ 2〜20,2,1.05,,2.0,20.0,単勝,8,8,2,0,76,76,16,21.05,0.134,7010,92.24,-590,3,37.5,2,5,9.5,6,12,81.84,0.0,233.0,76.89,920,13.12,6,2025-10-25,202555102510,81.2,-1410,fixed_predeclared,76.92,15.32,False,False
57,R057,E,EV+オッズ帯,EV > 1.05 AND 単勝オッズ 2〜20,2,1.05,,2.0,20.0,複勝,8,8,2,0,76,76,47,61.84,0.506,8770,115.39,1170,4,50.0,4,4,9.5,6,12,108.0,66.67,178.33,39.2,450,5.13,4,2025-05-03,202535050303,110.93,820,fixed_predeclared,83.6,31.79,False,False
58,R058,E,EV+オッズ帯,EV > 1.05 AND 単勝オッズ 2〜10,2,1.05,,2.0,10.0,単勝,8,8,1,0,66,66,16,24.24,0.1551,7010,106.21,410,3,37.5,3,5,8.5,5,11,90.1,0.0,258.89,77.0,920,13.12,6,2025-10-25,202555102510,93.69,-410,fixed_predeclared,76.92,29.29,True,False
58,R058,E,EV+オッズ帯,EV > 1.05 AND 単勝オッズ 2〜10,2,1.05,,2.0,10.0,複勝,8,8,1,0,66,66,44,66.67,0.5466,7960,120.61,1360,5,62.5,5,3,8.5,5,11,121.5,41.43,214.0,40.94,450,5.65,4,2025-05-03,202535050303,115.54,1010,fixed_predeclared,83.6,37.01,False,False
59,R059,E,EV+オッズ帯,EV > 1.05 AND 単勝オッズ 3〜12,2,1.05,,3.0,12.0,単勝,8,8,0,0,56,56,11,19.64,0.1134,5720,102.14,120,3,37.5,3,5,6.5,5,10,89.0,0.0,296.67,77.12,920,16.08,6,2025-10-25,202555102510,87.27,-700,fixed_predeclared,76.92,25.22,True,False
59,R059,E,EV+オッズ帯,EV > 1.05 AND 単勝オッズ 3〜12,2,1.05,,3.0,12.0,複勝,8,8,0,0,56,56,34,60.71,0.4763,6500,116.07,900,5,62.5,4,3,6.5,5,10,121.88,50.0,176.0,25.37,450,6.92,4,2025-05-03,202535050303,110.0,550,fixed_predeclared,83.6,32.47,False,False
60,R060,E,EV+オッズ帯,EV > 1.1 AND 単勝オッズ 1.5〜30,2,1.1,,1.5,30.0,単勝,8,8,3,0,72,72,20,27.78,0.1876,9500,131.94,2300,5,62.5,4,3,9.0,6,12,105.56,35.56,333.33,144.35,2450,25.79,1,2024-09-24,202443092406,99.3,-50,fixed_predeclared,76.92,55.02,True,False
60,R060,E,EV+オッズ帯,EV > 1.1 AND 単勝オッズ 1.5〜30,2,1.1,,1.5,30.0,複勝,8,8,3,0,72,72,46,63.89,0.5235,9680,134.44,2480,5,62.5,5,3,9.0,6,12,132.5,84.44,217.5,62.21,1090,11.26,1,2024-09-24,202443092406,120.99,1490,fixed_predeclared,83.6,50.84,False,False
61,R061,E,EV+オッズ帯,EV > 1.1 AND 単勝オッズ 2〜20,2,1.1,,2.0,20.0,単勝,8,8,1,0,63,63,15,23.81,0.1499,6350,100.79,50,4,50.0,4,4,8.0,5,11,85.62,0.0,332.86,98.25,920,14.49,6,2025-10-25,202555102510,87.58,-770,fixed_predeclared,76.92,23.87,True,False
61,R061,E,EV+オッズ帯,EV > 1.1 AND 単勝オッズ 2〜20,2,1.1,,2.0,20.0,複勝,8,8,1,0,63,63,39,61.9,0.4956,7340,116.51,1040,4,50.0,4,4,8.0,5,11,103.75,75.0,182.0,20.89,450,6.13,4,2025-05-03,202535050303,111.13,690,fixed_predeclared,83.6,32.91,False,False
62,R062,E,EV+オッズ帯,EV > 1.1 AND 単勝オッズ 2〜10,2,1.1,,2.0,10.0,単勝,8,8,0,0,54,54,15,27.78,0.1762,6350,117.59,950,4,50.0,4,4,7.0,4,9,97.85,0.0,332.86,102.77,920,14.49,6,2025-10-25,202555102510,102.45,130,fixed_predeclared,76.92,40.67,False,False
62,R062,E,EV+オッズ帯,EV > 1.1 AND 単勝オッズ 2〜10,2,1.1,,2.0,10.0,複勝,8,8,0,0,54,54,36,66.67,0.5336,6530,120.93,1130,5,62.5,5,3,7.0,4,9,119.64,41.43,227.5,26.09,450,6.89,4,2025-05-03,202535050303,114.72,780,fixed_predeclared,83.6,37.33,False,False
63,R063,E,EV+オッズ帯,EV > 1.1 AND 単勝オッズ 3〜12,2,1.1,,3.0,12.0,単勝,8,8,0,0,50,50,10,20.0,0.1124,5060,101.2,60,3,37.5,3,5,6.0,4,9,74.0,0.0,356.0,123.64,920,18.18,6,2025-10-25,202555102510,84.49,-760,fixed_predeclared,76.92,24.28,True,False
63,R063,E,EV+オッズ帯,EV > 1.1 AND 単勝オッズ 3〜12,2,1.1,,3.0,12.0,複勝,8,8,0,0,50,50,30,60.0,0.4618,5810,116.2,810,5,62.5,4,3,6.0,4,9,117.14,60.0,180.0,24.28,450,7.75,4,2025-05-03,202535050303,109.39,460,fixed_predeclared,83.6,32.6,False,False
64,R064,E,EV+オッズ帯,EV > 1.15 AND 単勝オッズ 1.5〜30,2,1.15,,1.5,30.0,単勝,8,8,1,0,66,66,18,27.27,0.18,8750,132.58,2150,4,50.0,4,4,8.0,5,11,100.45,30.91,333.33,132.12,2450,28.0,1,2024-09-24,202443092406,96.92,-200,fixed_predeclared,76.92,55.66,True,False
64,R064,E,EV+オッズ帯,EV > 1.15 AND 単勝オッズ 1.5〜30,2,1.15,,1.5,30.0,複勝,8,8,1,0,66,66,44,66.67,0.5466,9340,141.52,2740,6,75.0,6,2,8.0,5,11,137.28,90.0,217.5,56.09,1090,11.67,1,2024-09-24,202443092406,126.92,1750,fixed_predeclared,83.6,57.92,False,False
65,R065,E,EV+オッズ帯,EV > 1.15 AND 単勝オッズ 2〜20,2,1.15,,2.0,20.0,単勝,8,8,0,0,59,59,14,23.73,0.1469,5780,97.97,-120,3,37.5,3,5,7.0,5,10,78.88,0.0,332.86,104.56,920,15.92,6,2025-10-25,202555102510,83.79,-940,fixed_predeclared,76.92,21.05,False,False
65,R065,E,EV+オッズ帯,EV > 1.15 AND 単勝オッズ 2〜20,2,1.15,,2.0,20.0,複勝,8,8,0,0,59,59,38,64.41,0.5166,7130,120.85,1230,5,62.5,5,3,7.0,5,10,122.14,75.0,182.0,17.5,450,6.31,4,2025-05-03,202535050303,115.17,880,fixed_predeclared,83.6,37.25,False,False
66,R066,E,EV+オッズ帯,EV > 1.15 AND 単勝オッズ 2〜10,2,1.15,,2.0,10.0,単勝,8,8,0,0,52,52,14,26.92,0.1677,5780,111.15,580,4,50.0,4,4,7.0,4,8,94.91,0.0,332.86,96.15,920,15.92,6,2025-10-25,202555102510,95.29,-240,fixed_predeclared,76.92,34.23,True,False
66,R066,E,EV+オッズ帯,EV > 1.15 AND 単勝オッズ 2〜10,2,1.15,,2.0,10.0,複勝,8,8,0,0,52,52,35,67.31,0.5376,6320,121.54,1120,6,75.0,6,2,7.0,4,8,122.14,41.43,227.5,27.88,450,7.12,4,2025-05-03,202535050303,115.1,770,fixed_predeclared,83.6,37.94,False,False
67,R067,E,EV+オッズ帯,EV > 1.15 AND 単勝オッズ 3〜12,2,1.15,,3.0,12.0,単勝,8,8,0,0,47,47,9,19.15,0.1042,4490,95.53,-210,4,50.0,4,4,5.0,4,9,90.0,0.0,356.0,100.0,920,20.49,6,2025-10-25,202555102510,77.61,-1030,fixed_predeclared,76.92,18.61,True,False
67,R067,E,EV+オッズ帯,EV > 1.15 AND 単勝オッズ 3〜12,2,1.15,,3.0,12.0,複勝,8,8,0,0,47,47,29,61.7,0.4743,5600,119.15,900,6,75.0,5,2,5.0,4,9,118.14,60.0,180.0,20.84,450,8.04,4,2025-05-03,202535050303,111.96,550,fixed_predeclared,83.6,35.55,False,False
68,R068,E,EV+オッズ帯,EV > 1.2 AND 単勝オッズ 1.5〜30,2,1.2,,1.5,30.0,単勝,8,8,0,0,58,58,16,27.59,0.1775,8340,143.79,2540,4,50.0,4,4,7.0,5,10,109.44,19.0,375.0,151.34,2450,29.38,1,2024-09-24,202443092406,103.33,190,fixed_predeclared,76.92,66.87,True,False
68,R068,E,EV+オッズ帯,EV > 1.2 AND 単勝オッズ 1.5〜30,2,1.2,,1.5,30.0,複勝,8,8,0,0,58,58,41,70.69,0.5799,8940,154.14,3140,6,75.0,6,2,7.0,5,10,151.82,90.0,248.57,78.21,1090,12.19,1,2024-09-24,202443092406,137.72,2150,fixed_predeclared,83.6,70.54,False,False
69,R069,E,EV+オッズ帯,EV > 1.2 AND 単勝オッズ 2〜20,2,1.2,,2.0,20.0,単勝,8,8,0,0,53,53,13,24.53,0.1493,5520,104.15,220,3,37.5,3,5,6.5,4,9,88.73,0.0,388.33,101.17,920,16.67,6,2025-10-25,202555102510,88.46,-600,fixed_predeclared,76.92,27.23,True,False
69,R069,E,EV+オッズ帯,EV > 1.2 AND 単勝オッズ 2〜20,2,1.2,,2.0,20.0,複勝,8,8,0,0,53,53,36,67.92,0.5452,6840,129.06,1540,5,62.5,5,3,6.5,4,9,130.42,85.71,201.67,34.08,450,6.58,4,2025-05-03,202535050303,122.88,1190,fixed_predeclared,83.6,45.46,False,False
70,R070,E,EV+オッズ帯,EV > 1.2 AND 単勝オッズ 2〜10,2,1.2,,2.0,10.0,単勝,8,8,0,0,48,48,13,27.08,0.1657,5520,115.0,720,4,50.0,4,4,6.0,4,8,94.91,0.0,388.33,100.0,920,16.67,6,2025-10-25,202555102510,97.87,-100,fixed_predeclared,76.92,38.08,True,False
70,R070,E,EV+オッズ帯,EV > 1.2 AND 単勝オッズ 2〜10,2,1.2,,2.0,10.0,複勝,8,8,0,0,48,48,33,68.75,0.5467,6030,125.63,1230,6,75.0,6,2,6.0,4,8,130.42,41.43,227.5,32.84,450,7.46,4,2025-05-03,202535050303,118.72,880,fixed_predeclared,83.6,42.03,False,False
71,R071,E,EV+オッズ帯,EV > 1.2 AND 単勝オッズ 3〜12,2,1.2,,3.0,12.0,単勝,8,8,0,0,44,44,9,20.45,0.1115,4490,102.05,90,4,50.0,4,4,5.0,4,9,97.57,0.0,445.0,103.46,920,20.49,6,2025-10-25,202555102510,83.02,-730,fixed_predeclared,76.92,25.13,True,False
71,R071,E,EV+オッズ帯,EV > 1.2 AND 単勝オッズ 3〜12,2,1.2,,3.0,12.0,複勝,8,8,0,0,44,44,28,63.64,0.4887,5460,124.09,1060,6,75.0,5,2,5.0,4,9,130.42,60.0,220.0,45.83,450,8.24,4,2025-05-03,202535050303,116.51,710,fixed_predeclared,83.6,40.49,False,False
72,R072,E,EV+オッズ帯,EV > 1.25 AND 単勝オッズ 1.5〜30,2,1.25,,1.5,30.0,単勝,8,8,0,0,48,48,13,27.08,0.1657,7570,157.71,2770,4,50.0,4,4,6.0,3,9,142.78,0.0,428.57,199.64,2450,32.36,1,2024-09-24,202443092406,108.94,420,fixed_predeclared,76.92,80.79,True,False
72,R072,E,EV+オッズ帯,EV > 1.25 AND 単勝オッズ 1.5〜30,2,1.25,,1.5,30.0,複勝,8,8,0,0,48,48,35,72.92,0.59,7980,166.25,3180,8,100.0,7,0,6.0,3,9,161.11,100.0,246.67,80.0,1090,13.66,1,2024-09-24,202443092406,146.6,2190,fixed_predeclared,83.6,82.65,False,False
73,R073,E,EV+オッズ帯,EV > 1.25 AND 単勝オッズ 2〜20,2,1.25,,2.0,20.0,単勝,8,8,0,0,44,44,11,25.0,0.1457,4930,112.05,530,3,37.5,3,5,5.0,3,9,95.28,0.0,466.0,152.46,920,18.66,6,2025-10-25,202555102510,93.26,-290,fixed_predeclared,76.92,35.13,True,False
73,R073,E,EV+オッズ帯,EV > 1.25 AND 単勝オッズ 2〜20,2,1.25,,2.0,20.0,複勝,8,8,0,0,44,44,31,70.45,0.5578,5980,135.91,1580,8,100.0,6,0,5.0,3,9,141.11,100.0,196.67,33.96,450,7.53,4,2025-05-03,202535050303,128.6,1230,fixed_predeclared,83.6,52.31,False,False
74,R074,E,EV+オッズ帯,EV > 1.25 AND 単勝オッズ 2〜10,2,1.25,,2.0,10.0,単勝,8,8,0,0,39,39,11,28.21,0.1654,4930,126.41,1030,4,50.0,4,4,5.0,2,8,101.46,0.0,466.0,180.56,920,18.66,6,2025-10-25,202555102510,105.53,210,fixed_predeclared,76.92,49.49,False,False
74,R074,E,EV+オッズ帯,EV > 1.25 AND 単勝オッズ 2〜10,2,1.25,,2.0,10.0,複勝,8,8,0,0,39,39,28,71.79,0.5622,5170,132.56,1270,7,87.5,6,1,5.0,2,8,132.5,48.33,295.0,31.13,450,8.7,4,2025-05-03,202535050303,124.21,920,fixed_predeclared,83.6,48.96,False,False
75,R075,E,EV+オッズ帯,EV > 1.25 AND 単勝オッズ 3〜12,2,1.25,,3.0,12.0,単勝,8,8,0,0,37,37,8,21.62,0.1139,4170,112.7,470,4,50.0,4,4,4.0,3,8,106.07,0.0,593.33,138.83,920,22.06,6,2025-10-25,202555102510,90.28,-350,fixed_predeclared,76.92,35.78,True,False
75,R075,E,EV+オッズ帯,EV > 1.25 AND 単勝オッズ 3〜12,2,1.25,,3.0,12.0,複勝,8,8,0,0,37,37,25,67.57,0.5146,4920,132.97,1220,7,87.5,7,1,4.0,3,8,132.14,75.0,206.67,31.0,450,9.15,4,2025-05-03,202535050303,124.17,870,fixed_predeclared,83.6,49.37,False,False
76,R076,E,EV+オッズ帯,EV > 1.3 AND 単勝オッズ 1.5〜30,2,1.3,,1.5,30.0,単勝,8,8,0,0,42,42,10,23.81,0.1348,6530,155.48,2330,4,50.0,4,4,4.5,3,9,142.78,0.0,612.5,199.72,2450,37.52,1,2024-09-24,202443092406,99.51,-20,fixed_predeclared,76.92,78.56,True,False
76,R076,E,EV+オッズ帯,EV > 1.3 AND 単勝オッズ 1.5〜30,2,1.3,,1.5,30.0,複勝,8,8,0,0,42,42,30,71.43,0.5643,7120,169.52,2920,8,100.0,8,0,4.5,3,9,161.11,103.33,305.0,69.4,1090,15.31,1,2024-09-24,202443092406,147.07,1930,fixed_predeclared,83.6,85.92,False,False
77,R077,E,EV+オッズ帯,EV > 1.3 AND 単勝オッズ 2〜20,2,1.3,,2.0,20.0,単勝,8,8,0,0,38,38,8,21.05,0.1107,3890,102.37,90,3,37.5,3,5,4.0,3,9,49.45,0.0,460.0,147.88,920,23.65,6,2025-10-25,202555102510,80.27,-730,fixed_predeclared,76.92,25.45,True,False
77,R077,E,EV+オッズ帯,EV > 1.3 AND 単勝オッズ 2〜20,2,1.3,,2.0,20.0,複勝,8,8,0,0,38,38,26,68.42,0.5254,5120,134.74,1320,7,87.5,7,1,4.0,3,9,138.61,43.33,196.67,29.17,450,8.79,4,2025-05-03,202535050303,126.22,970,fixed_predeclared,83.6,51.14,False,False
78,R078,E,EV+オッズ帯,EV > 1.3 AND 単勝オッズ 2〜10,2,1.3,,2.0,10.0,単勝,8,8,0,0,33,33,8,24.24,0.1283,3890,117.88,590,4,50.0,4,4,3.5,2,8,55.62,0.0,460.0,184.58,920,23.65,6,2025-10-25,202555102510,92.81,-230,fixed_predeclared,76.92,40.96,True,False
78,R078,E,EV+オッズ帯,EV > 1.3 AND 単勝オッズ 2〜10,2,1.3,,2.0,10.0,複勝,8,8,0,0,33,33,23,69.7,0.5266,4310,130.61,1010,6,75.0,6,2,3.5,2,8,150.83,43.33,295.0,47.23,450,10.44,4,2025-05-03,202535050303,120.62,660,fixed_predeclared,83.6,47.01,False,False
79,R079,E,EV+オッズ帯,EV > 1.3 AND 単勝オッズ 3〜12,2,1.3,,3.0,12.0,単勝,8,6,0,0,33,33,6,18.18,0.0861,3340,101.21,40,4,50.0,4,4,3.0,2,8,63.57,0.0,645.0,142.16,920,27.54,6,2025-10-25,202555102510,75.62,-780,fixed_predeclared,76.92,24.29,True,False
79,R079,E,EV+オッズ帯,EV > 1.3 AND 単勝オッズ 3〜12,2,1.3,,3.0,12.0,複勝,8,6,0,0,33,33,22,66.67,0.4961,4360,132.12,1060,7,87.5,7,1,3.0,2,8,150.48,43.33,196.67,34.34,450,10.32,4,2025-05-03,202535050303,122.19,710,fixed_predeclared,83.6,48.52,False,False
