sort_order,rule_id,family,family_label,rule,condition_count,ev_min_exclusive,ai_prob_min_inclusive,odds_min_inclusive,odds_max_inclusive,bet_type,folds,train_sufficient_folds,valid_sufficient_folds,oos_sufficient_folds,oos_n,oos_unique_races,oos_hits,oos_hit_rate,oos_hit_wilson_lb,oos_payout,oos_roi,oos_profit,oos_roi_over_100_folds,oos_roi_over_100_fold_rate,oos_positive_profit_folds,oos_negative_profit_folds,oos_median_fold_n,oos_min_fold_n,oos_max_fold_n,oos_median_fold_roi,oos_min_fold_roi,oos_max_fold_roi,median_valid_oos_roi_gap,oos_max_payout,oos_max_payout_share,oos_max_payout_fold,oos_max_payout_date,oos_max_payout_race_id,oos_roi_without_max_payout,oos_profit_without_max_payout,selection_basis,baseline_oos_roi,oos_roi_vs_baseline,max_payout_dependent,stable_candidate
47,R047,D,EV+AI勝率,EV > 1.3 AND AI勝率 >= 0.2,2,1.3,0.2,,,単勝,8,0,0,0,3,3,0,0.0,0.0,0,0.0,-300,0,0.0,0,2,0.0,0,2,0.0,0.0,0.0,145.0,0,,1.0,2024-07-14,202402011209,0.0,-200,fixed_predeclared,76.48,-76.48,False,False
47,R047,D,EV+AI勝率,EV > 1.3 AND AI勝率 >= 0.2,2,1.3,0.2,,,複勝,8,0,0,0,3,3,3,100.0,0.4385,920,306.67,620,2,25.0,2,0,0.0,0,2,355.0,210.0,500.0,195.0,500,54.35,2.0,2024-12-08,202407040403,210.0,220,fixed_predeclared,83.15,223.52,True,False
48,R048,D,EV+AI勝率,EV > 1.3 AND AI勝率 >= 0.25,2,1.3,0.25,,,単勝,8,0,0,0,2,2,0,0.0,0.0,0,0.0,-200,0,0.0,0,1,0.0,0,2,0.0,0.0,0.0,290.0,0,,1.0,2024-07-14,202402011209,0.0,-100,fixed_predeclared,76.48,-76.48,False,False
48,R048,D,EV+AI勝率,EV > 1.3 AND AI勝率 >= 0.25,2,1.3,0.25,,,複勝,8,0,0,0,2,2,2,100.0,0.3424,420,210.0,220,1,12.5,1,0,0.0,0,2,210.0,210.0,210.0,100.0,220,52.38,1.0,2024-07-14,202402011209,200.0,100,fixed_predeclared,83.15,126.85,True,False
49,R049,D,EV+AI勝率,EV > 1.3 AND AI勝率 >= 0.3,2,1.3,0.3,,,単勝,8,0,0,0,0,0,0,0.0,0.0,0,,0,0,0.0,0,0,0.0,0,0,,,,,0,,,,,,0,fixed_predeclared,76.48,,False,False
49,R049,D,EV+AI勝率,EV > 1.3 AND AI勝率 >= 0.3,2,1.3,0.3,,,複勝,8,0,0,0,0,0,0,0.0,0.0,0,,0,0,0.0,0,0,0.0,0,0,,,,,0,,,,,,0,fixed_predeclared,83.15,,False,False
50,R050,D,EV+AI勝率,EV > 1.3 AND AI勝率 >= 0.35,2,1.3,0.35,,,単勝,8,0,0,0,0,0,0,0.0,0.0,0,,0,0,0.0,0,0,0.0,0,0,,,,,0,,,,,,0,fixed_predeclared,76.48,,False,False
50,R050,D,EV+AI勝率,EV > 1.3 AND AI勝率 >= 0.35,2,1.3,0.35,,,複勝,8,0,0,0,0,0,0,0.0,0.0,0,,0,0,0.0,0,0,0.0,0,0,,,,,0,,,,,,0,fixed_predeclared,83.15,,False,False
51,R051,D,EV+AI勝率,EV > 1.3 AND AI勝率 >= 0.4,2,1.3,0.4,,,単勝,8,0,0,0,0,0,0,0.0,0.0,0,,0,0,0.0,0,0,0.0,0,0,,,,,0,,,,,,0,fixed_predeclared,76.48,,False,False
51,R051,D,EV+AI勝率,EV > 1.3 AND AI勝率 >= 0.4,2,1.3,0.4,,,複勝,8,0,0,0,0,0,0,0.0,0.0,0,,0,0,0.0,0,0,0.0,0,0,,,,,0,,,,,,0,fixed_predeclared,83.15,,False,False
52,R052,E,EV+オッズ帯,EV > 1 AND 単勝オッズ 1.5〜30,2,1.0,,1.5,30.0,単勝,8,8,0,0,28,28,11,39.29,0.2357,5270,188.21,2470,4,50.0,4,3,3.0,0,10,163.33,57.0,1100.0,197.22,1100,20.87,7.0,2026-02-07,202610010504,154.44,1470,fixed_predeclared,76.48,111.73,True,False
52,R052,E,EV+オッズ帯,EV > 1 AND 単勝オッズ 1.5〜30,2,1.0,,1.5,30.0,複勝,8,8,0,0,28,28,20,71.43,0.5294,4270,152.5,1470,6,75.0,6,1,3.0,0,10,160.0,40.0,360.0,78.75,500,11.71,2.0,2024-12-08,202407040403,139.63,1070,fixed_predeclared,83.15,69.35,False,False
53,R053,E,EV+オッズ帯,EV > 1 AND 単勝オッズ 2〜20,2,1.0,,2.0,20.0,単勝,8,8,0,0,27,27,10,37.04,0.2153,5080,188.15,2380,4,50.0,4,3,3.0,0,10,163.33,0.0,1100.0,206.46,1100,21.65,7.0,2026-02-07,202610010504,153.08,1380,fixed_predeclared,76.48,111.67,True,False
53,R053,E,EV+オッズ帯,EV > 1 AND 単勝オッズ 2〜20,2,1.0,,2.0,20.0,複勝,8,8,0,0,27,27,19,70.37,0.5152,4140,153.33,1440,6,75.0,6,1,3.0,0,10,188.0,40.0,360.0,78.75,500,12.08,2.0,2024-12-08,202407040403,140.0,1040,fixed_predeclared,83.15,70.18,False,False
54,R054,E,EV+オッズ帯,EV > 1 AND 単勝オッズ 2〜10,2,1.0,,2.0,10.0,単勝,8,8,0,0,24,24,9,37.5,0.2116,3980,165.83,1580,3,37.5,3,3,3.0,0,9,130.0,0.0,360.0,62.0,570,14.32,1.0,2024-08-24,202401020506,148.26,1110,fixed_predeclared,76.48,89.35,False,False
54,R054,E,EV+オッズ帯,EV > 1 AND 単勝オッズ 2〜10,2,1.0,,2.0,10.0,複勝,8,8,0,0,24,24,16,66.67,0.4671,3090,128.75,690,5,62.5,4,1,3.0,0,9,138.75,40.0,256.67,52.0,500,16.18,2.0,2024-12-08,202407040403,112.61,290,fixed_predeclared,83.15,45.6,False,False
55,R055,E,EV+オッズ帯,EV > 1 AND 単勝オッズ 3〜12,2,1.0,,3.0,12.0,単勝,8,8,0,0,24,24,9,37.5,0.2116,4790,199.58,2390,4,50.0,4,3,2.5,0,8,163.33,0.0,1100.0,191.64,1100,22.96,7.0,2026-02-07,202610010504,160.43,1390,fixed_predeclared,76.48,123.1,True,False
55,R055,E,EV+オッズ帯,EV > 1 AND 単勝オッズ 3〜12,2,1.0,,3.0,12.0,複勝,8,8,0,0,24,24,17,70.83,0.5083,3700,154.17,1300,6,75.0,6,1,2.5,0,8,188.0,0.0,360.0,78.75,500,13.51,2.0,2024-12-08,202407040403,139.13,900,fixed_predeclared,83.15,71.02,False,False
56,R056,E,EV+オッズ帯,EV > 1.05 AND 単勝オッズ 1.5〜30,2,1.05,,1.5,30.0,単勝,8,5,0,0,17,17,5,29.41,0.1328,2660,156.47,960,4,50.0,4,3,2.0,0,5,145.0,0.0,1100.0,186.67,1100,41.35,7.0,2026-02-07,202610010504,97.5,-40,fixed_predeclared,76.48,79.99,True,False
56,R056,E,EV+オッズ帯,EV > 1.05 AND 単勝オッズ 1.5〜30,2,1.05,,1.5,30.0,複勝,8,5,0,0,17,17,13,76.47,0.5274,3100,182.35,1400,6,75.0,6,1,2.0,0,5,180.0,60.0,360.0,98.0,500,16.13,2.0,2024-12-08,202407040403,162.5,1000,fixed_predeclared,83.15,99.2,False,False
57,R057,E,EV+オッズ帯,EV > 1.05 AND 単勝オッズ 2〜20,2,1.05,,2.0,20.0,単勝,8,5,0,0,17,17,5,29.41,0.1328,2660,156.47,960,4,50.0,4,3,2.0,0,5,145.0,0.0,1100.0,186.67,1100,41.35,7.0,2026-02-07,202610010504,97.5,-40,fixed_predeclared,76.48,79.99,True,False
57,R057,E,EV+オッズ帯,EV > 1.05 AND 単勝オッズ 2〜20,2,1.05,,2.0,20.0,複勝,8,5,0,0,17,17,13,76.47,0.5274,3100,182.35,1400,6,75.0,6,1,2.0,0,5,180.0,60.0,360.0,98.0,500,16.13,2.0,2024-12-08,202407040403,162.5,1000,fixed_predeclared,83.15,99.2,False,False
58,R058,E,EV+オッズ帯,EV > 1.05 AND 単勝オッズ 2〜10,2,1.05,,2.0,10.0,単勝,8,4,0,0,14,14,4,28.57,0.1172,1560,111.43,160,3,37.5,3,3,2.0,0,4,72.5,0.0,265.0,186.67,530,33.97,3.0,2025-03-29,202509020108,79.23,-270,fixed_predeclared,76.48,34.95,True,False
58,R058,E,EV+オッズ帯,EV > 1.05 AND 単勝オッズ 2〜10,2,1.05,,2.0,10.0,複勝,8,4,0,0,14,14,10,71.43,0.4535,2050,146.43,650,4,50.0,4,2,2.0,0,4,137.5,60.0,300.0,78.0,500,24.39,2.0,2024-12-08,202407040403,119.23,250,fixed_predeclared,83.15,63.28,True,False
59,R059,E,EV+オッズ帯,EV > 1.05 AND 単勝オッズ 3〜12,2,1.05,,3.0,12.0,単勝,8,4,0,0,15,15,4,26.67,0.109,2370,158.0,870,3,37.5,3,4,1.5,0,4,0.0,0.0,1100.0,176.67,1100,46.41,7.0,2026-02-07,202610010504,90.71,-130,fixed_predeclared,76.48,81.52,True,False
59,R059,E,EV+オッズ帯,EV > 1.05 AND 単勝オッズ 3〜12,2,1.05,,3.0,12.0,複勝,8,4,0,0,15,15,11,73.33,0.4805,2660,177.33,1160,6,75.0,6,1,1.5,0,4,180.0,0.0,360.0,98.0,500,18.8,2.0,2024-12-08,202407040403,154.29,760,fixed_predeclared,83.15,94.18,False,False
60,R060,E,EV+オッズ帯,EV > 1.1 AND 単勝オッズ 1.5〜30,2,1.1,,1.5,30.0,単勝,8,0,0,0,11,11,4,36.36,0.1517,2250,204.55,1150,4,50.0,4,2,1.0,0,3,160.83,0.0,1100.0,186.67,1100,48.89,7.0,2026-02-07,202610010504,115.0,150,fixed_predeclared,76.48,128.07,True,False
60,R060,E,EV+オッズ帯,EV > 1.1 AND 単勝オッズ 1.5〜30,2,1.1,,1.5,30.0,複勝,8,0,0,0,11,11,9,81.82,0.523,2490,226.36,1390,5,62.5,5,1,1.0,0,3,238.33,60.0,500.0,130.0,500,20.08,2.0,2024-12-08,202407040403,199.0,990,fixed_predeclared,83.15,143.21,True,False
61,R061,E,EV+オッズ帯,EV > 1.1 AND 単勝オッズ 2〜20,2,1.1,,2.0,20.0,単勝,8,0,0,0,11,11,4,36.36,0.1517,2250,204.55,1150,4,50.0,4,2,1.0,0,3,160.83,0.0,1100.0,186.67,1100,48.89,7.0,2026-02-07,202610010504,115.0,150,fixed_predeclared,76.48,128.07,True,False
61,R061,E,EV+オッズ帯,EV > 1.1 AND 単勝オッズ 2〜20,2,1.1,,2.0,20.0,複勝,8,0,0,0,11,11,9,81.82,0.523,2490,226.36,1390,5,62.5,5,1,1.0,0,3,238.33,60.0,500.0,130.0,500,20.08,2.0,2024-12-08,202407040403,199.0,990,fixed_predeclared,83.15,143.21,True,False
62,R062,E,EV+オッズ帯,EV > 1.1 AND 単勝オッズ 2〜10,2,1.1,,2.0,10.0,単勝,8,0,0,0,8,8,3,37.5,0.1368,1150,143.75,350,3,37.5,3,2,1.0,0,2,145.0,0.0,330.0,170.0,530,46.09,3.0,2025-03-29,202509020108,88.57,-80,fixed_predeclared,76.48,67.27,True,False
62,R062,E,EV+オッズ帯,EV > 1.1 AND 単勝オッズ 2〜10,2,1.1,,2.0,10.0,複勝,8,0,0,0,8,8,6,75.0,0.4093,1440,180.0,640,3,37.5,3,2,1.0,0,2,210.0,60.0,500.0,114.17,500,34.72,2.0,2024-12-08,202407040403,134.29,240,fixed_predeclared,83.15,96.85,True,False
63,R063,E,EV+オッズ帯,EV > 1.1 AND 単勝オッズ 3〜12,2,1.1,,3.0,12.0,単勝,8,0,0,0,9,9,3,33.33,0.1206,1960,217.78,1060,3,37.5,3,3,1.0,0,3,88.33,0.0,1100.0,176.67,1100,56.12,7.0,2026-02-07,202610010504,107.5,60,fixed_predeclared,76.48,141.3,True,False
63,R063,E,EV+オッズ帯,EV > 1.1 AND 単勝オッズ 3〜12,2,1.1,,3.0,12.0,複勝,8,0,0,0,9,9,7,77.78,0.4526,2050,227.78,1150,5,62.5,5,1,1.0,0,3,220.0,0.0,500.0,126.67,500,24.39,2.0,2024-12-08,202407040403,193.75,750,fixed_predeclared,83.15,144.63,True,False
64,R064,E,EV+オッズ帯,EV > 1.15 AND 単勝オッズ 1.5〜30,2,1.15,,1.5,30.0,単勝,8,0,0,0,8,8,3,37.5,0.1368,1960,245.0,1160,3,37.5,3,3,1.0,0,2,132.5,0.0,1100.0,265.0,1100,56.12,7.0,2026-02-07,202610010504,122.86,160,fixed_predeclared,76.48,168.52,True,False
64,R064,E,EV+オッズ帯,EV > 1.15 AND 単勝オッズ 1.5〜30,2,1.15,,1.5,30.0,複勝,8,0,0,0,8,8,6,75.0,0.4093,1680,210.0,880,4,50.0,4,2,1.0,0,2,220.0,0.0,500.0,221.67,500,29.76,2.0,2024-12-08,202407040403,168.57,480,fixed_predeclared,83.15,126.85,True,False
65,R065,E,EV+オッズ帯,EV > 1.15 AND 単勝オッズ 2〜20,2,1.15,,2.0,20.0,単勝,8,0,0,0,8,8,3,37.5,0.1368,1960,245.0,1160,3,37.5,3,3,1.0,0,2,132.5,0.0,1100.0,265.0,1100,56.12,7.0,2026-02-07,202610010504,122.86,160,fixed_predeclared,76.48,168.52,True,False
65,R065,E,EV+オッズ帯,EV > 1.15 AND 単勝オッズ 2〜20,2,1.15,,2.0,20.0,複勝,8,0,0,0,8,8,6,75.0,0.4093,1680,210.0,880,4,50.0,4,2,1.0,0,2,220.0,0.0,500.0,221.67,500,29.76,2.0,2024-12-08,202407040403,168.57,480,fixed_predeclared,83.15,126.85,True,False
66,R066,E,EV+オッズ帯,EV > 1.15 AND 単勝オッズ 2〜10,2,1.15,,2.0,10.0,単勝,8,0,0,0,7,7,2,28.57,0.0822,860,122.86,160,2,25.0,2,3,1.0,0,2,0.0,0.0,330.0,209.17,530,61.63,3.0,2025-03-29,202509020108,55.0,-270,fixed_predeclared,76.48,46.38,True,False
66,R066,E,EV+オッズ帯,EV > 1.15 AND 単勝オッズ 2〜10,2,1.15,,2.0,10.0,複勝,8,0,0,0,7,7,5,71.43,0.3589,1320,188.57,620,3,37.5,3,2,1.0,0,2,210.0,0.0,500.0,160.84,500,37.88,2.0,2024-12-08,202407040403,136.67,220,fixed_predeclared,83.15,105.42,True,False
67,R067,E,EV+オッズ帯,EV > 1.15 AND 単勝オッズ 3〜12,2,1.15,,3.0,12.0,単勝,8,0,0,0,8,8,3,37.5,0.1368,1960,245.0,1160,3,37.5,3,3,1.0,0,2,132.5,0.0,1100.0,209.17,1100,56.12,7.0,2026-02-07,202610010504,122.86,160,fixed_predeclared,76.48,168.52,True,False
67,R067,E,EV+オッズ帯,EV > 1.15 AND 単勝オッズ 3〜12,2,1.15,,3.0,12.0,複勝,8,0,0,0,8,8,6,75.0,0.4093,1680,210.0,880,4,50.0,4,2,1.0,0,2,220.0,0.0,500.0,255.84,500,29.76,2.0,2024-12-08,202407040403,168.57,480,fixed_predeclared,83.15,126.85,True,False
68,R068,E,EV+オッズ帯,EV > 1.2 AND 単勝オッズ 1.5〜30,2,1.2,,1.5,30.0,単勝,8,0,0,0,6,6,2,33.33,0.0968,1630,271.67,1030,2,25.0,2,3,1.0,0,2,0.0,0.0,1100.0,410.0,1100,67.48,7.0,2026-02-07,202610010504,106.0,30,fixed_predeclared,76.48,195.19,True,False
68,R068,E,EV+オッズ帯,EV > 1.2 AND 単勝オッズ 1.5〜30,2,1.2,,1.5,30.0,複勝,8,0,0,0,6,6,5,83.33,0.4365,1450,241.67,850,4,50.0,4,1,1.0,0,2,210.0,0.0,500.0,213.34,500,34.48,2.0,2024-12-08,202407040403,190.0,450,fixed_predeclared,83.15,158.52,True,False
69,R069,E,EV+オッズ帯,EV > 1.2 AND 単勝オッズ 2〜20,2,1.2,,2.0,20.0,単勝,8,0,0,0,6,6,2,33.33,0.0968,1630,271.67,1030,2,25.0,2,3,1.0,0,2,0.0,0.0,1100.0,410.0,1100,67.48,7.0,2026-02-07,202610010504,106.0,30,fixed_predeclared,76.48,195.19,True,False
69,R069,E,EV+オッズ帯,EV > 1.2 AND 単勝オッズ 2〜20,2,1.2,,2.0,20.0,複勝,8,0,0,0,6,6,5,83.33,0.4365,1450,241.67,850,4,50.0,4,1,1.0,0,2,210.0,0.0,500.0,213.34,500,34.48,2.0,2024-12-08,202407040403,190.0,450,fixed_predeclared,83.15,158.52,True,False
70,R070,E,EV+オッズ帯,EV > 1.2 AND 単勝オッズ 2〜10,2,1.2,,2.0,10.0,単勝,8,0,0,0,5,5,1,20.0,0.0362,530,106.0,30,1,12.5,1,3,0.5,0,2,0.0,0.0,530.0,290.0,530,100.0,3.0,2025-03-29,202509020108,0.0,-400,fixed_predeclared,76.48,29.52,True,False
70,R070,E,EV+オッズ帯,EV > 1.2 AND 単勝オッズ 2〜10,2,1.2,,2.0,10.0,複勝,8,0,0,0,5,5,4,80.0,0.3755,1090,218.0,590,3,37.5,3,1,0.5,0,2,190.0,0.0,500.0,136.67,500,45.87,2.0,2024-12-08,202407040403,147.5,190,fixed_predeclared,83.15,134.85,True,False
71,R071,E,EV+オッズ帯,EV > 1.2 AND 単勝オッズ 3〜12,2,1.2,,3.0,12.0,単勝,8,0,0,0,6,6,2,33.33,0.0968,1630,271.67,1030,2,25.0,2,3,1.0,0,2,0.0,0.0,1100.0,530.0,1100,67.48,7.0,2026-02-07,202610010504,106.0,30,fixed_predeclared,76.48,195.19,True,False
71,R071,E,EV+オッズ帯,EV > 1.2 AND 単勝オッズ 3〜12,2,1.2,,3.0,12.0,複勝,8,0,0,0,6,6,5,83.33,0.4365,1450,241.67,850,4,50.0,4,1,1.0,0,2,210.0,0.0,500.0,290.0,500,34.48,2.0,2024-12-08,202407040403,190.0,450,fixed_predeclared,83.15,158.52,True,False
72,R072,E,EV+オッズ帯,EV > 1.25 AND 単勝オッズ 1.5〜30,2,1.25,,1.5,30.0,単勝,8,0,0,0,3,3,0,0.0,0.0,0,0.0,-300,0,0.0,0,2,0.0,0,2,0.0,0.0,0.0,145.0,0,,1.0,2024-07-14,202402011209,0.0,-200,fixed_predeclared,76.48,-76.48,False,False
72,R072,E,EV+オッズ帯,EV > 1.25 AND 単勝オッズ 1.5〜30,2,1.25,,1.5,30.0,複勝,8,0,0,0,3,3,3,100.0,0.4385,920,306.67,620,2,25.0,2,0,0.0,0,2,355.0,210.0,500.0,195.0,500,54.35,2.0,2024-12-08,202407040403,210.0,220,fixed_predeclared,83.15,223.52,True,False
73,R073,E,EV+オッズ帯,EV > 1.25 AND 単勝オッズ 2〜20,2,1.25,,2.0,20.0,単勝,8,0,0,0,3,3,0,0.0,0.0,0,0.0,-300,0,0.0,0,2,0.0,0,2,0.0,0.0,0.0,145.0,0,,1.0,2024-07-14,202402011209,0.0,-200,fixed_predeclared,76.48,-76.48,False,False
73,R073,E,EV+オッズ帯,EV > 1.25 AND 単勝オッズ 2〜20,2,1.25,,2.0,20.0,複勝,8,0,0,0,3,3,3,100.0,0.4385,920,306.67,620,2,25.0,2,0,0.0,0,2,355.0,210.0,500.0,195.0,500,54.35,2.0,2024-12-08,202407040403,210.0,220,fixed_predeclared,83.15,223.52,True,False
74,R074,E,EV+オッズ帯,EV > 1.25 AND 単勝オッズ 2〜10,2,1.25,,2.0,10.0,単勝,8,0,0,0,3,3,0,0.0,0.0,0,0.0,-300,0,0.0,0,2,0.0,0,2,0.0,0.0,0.0,145.0,0,,1.0,2024-07-14,202402011209,0.0,-200,fixed_predeclared,76.48,-76.48,False,False
74,R074,E,EV+オッズ帯,EV > 1.25 AND 単勝オッズ 2〜10,2,1.25,,2.0,10.0,複勝,8,0,0,0,3,3,3,100.0,0.4385,920,306.67,620,2,25.0,2,0,0.0,0,2,355.0,210.0,500.0,195.0,500,54.35,2.0,2024-12-08,202407040403,210.0,220,fixed_predeclared,83.15,223.52,True,False
75,R075,E,EV+オッズ帯,EV > 1.25 AND 単勝オッズ 3〜12,2,1.25,,3.0,12.0,単勝,8,0,0,0,3,3,0,0.0,0.0,0,0.0,-300,0,0.0,0,2,0.0,0,2,0.0,0.0,0.0,0.0,0,,1.0,2024-07-14,202402011209,0.0,-200,fixed_predeclared,76.48,-76.48,False,False
75,R075,E,EV+オッズ帯,EV > 1.25 AND 単勝オッズ 3〜12,2,1.25,,3.0,12.0,複勝,8,0,0,0,3,3,3,100.0,0.4385,920,306.67,620,2,25.0,2,0,0.0,0,2,355.0,210.0,500.0,290.0,500,54.35,2.0,2024-12-08,202407040403,210.0,220,fixed_predeclared,83.15,223.52,True,False
76,R076,E,EV+オッズ帯,EV > 1.3 AND 単勝オッズ 1.5〜30,2,1.3,,1.5,30.0,単勝,8,0,0,0,3,3,0,0.0,0.0,0,0.0,-300,0,0.0,0,2,0.0,0,2,0.0,0.0,0.0,145.0,0,,1.0,2024-07-14,202402011209,0.0,-200,fixed_predeclared,76.48,-76.48,False,False
76,R076,E,EV+オッズ帯,EV > 1.3 AND 単勝オッズ 1.5〜30,2,1.3,,1.5,30.0,複勝,8,0,0,0,3,3,3,100.0,0.4385,920,306.67,620,2,25.0,2,0,0.0,0,2,355.0,210.0,500.0,195.0,500,54.35,2.0,2024-12-08,202407040403,210.0,220,fixed_predeclared,83.15,223.52,True,False
77,R077,E,EV+オッズ帯,EV > 1.3 AND 単勝オッズ 2〜20,2,1.3,,2.0,20.0,単勝,8,0,0,0,3,3,0,0.0,0.0,0,0.0,-300,0,0.0,0,2,0.0,0,2,0.0,0.0,0.0,145.0,0,,1.0,2024-07-14,202402011209,0.0,-200,fixed_predeclared,76.48,-76.48,False,False
77,R077,E,EV+オッズ帯,EV > 1.3 AND 単勝オッズ 2〜20,2,1.3,,2.0,20.0,複勝,8,0,0,0,3,3,3,100.0,0.4385,920,306.67,620,2,25.0,2,0,0.0,0,2,355.0,210.0,500.0,195.0,500,54.35,2.0,2024-12-08,202407040403,210.0,220,fixed_predeclared,83.15,223.52,True,False
78,R078,E,EV+オッズ帯,EV > 1.3 AND 単勝オッズ 2〜10,2,1.3,,2.0,10.0,単勝,8,0,0,0,3,3,0,0.0,0.0,0,0.0,-300,0,0.0,0,2,0.0,0,2,0.0,0.0,0.0,145.0,0,,1.0,2024-07-14,202402011209,0.0,-200,fixed_predeclared,76.48,-76.48,False,False
78,R078,E,EV+オッズ帯,EV > 1.3 AND 単勝オッズ 2〜10,2,1.3,,2.0,10.0,複勝,8,0,0,0,3,3,3,100.0,0.4385,920,306.67,620,2,25.0,2,0,0.0,0,2,355.0,210.0,500.0,195.0,500,54.35,2.0,2024-12-08,202407040403,210.0,220,fixed_predeclared,83.15,223.52,True,False
79,R079,E,EV+オッズ帯,EV > 1.3 AND 単勝オッズ 3〜12,2,1.3,,3.0,12.0,単勝,8,0,0,0,3,3,0,0.0,0.0,0,0.0,-300,0,0.0,0,2,0.0,0,2,0.0,0.0,0.0,0.0,0,,1.0,2024-07-14,202402011209,0.0,-200,fixed_predeclared,76.48,-76.48,False,False
79,R079,E,EV+オッズ帯,EV > 1.3 AND 単勝オッズ 3〜12,2,1.3,,3.0,12.0,複勝,8,0,0,0,3,3,3,100.0,0.4385,920,306.67,620,2,25.0,2,0,0.0,0,2,355.0,210.0,500.0,290.0,500,54.35,2.0,2024-12-08,202407040403,210.0,220,fixed_predeclared,83.15,223.52,True,False
